"A.occurrences","B.occurrences","A.coverage","B.coverage"
0,3,94,68
1,0,84,73
1,0,90,82
0,1,76,90
2,0,92,94
1,0,64,98
0,1,91,65
1,0,95,88
0,2,86,71
0,5,80,77
1,0,88,76
1,0,80,95
4,0,80,89
1,0,82,91
1,0,73,82
0,2,90,82
2,0,75,105
1,0,69,80
0,1,84,84
2,0,88,99
0,1,80,82
0,2,77,79
0,3,84,88
1,0,73,82
1,0,59,81
2,0,80,85
0,3,64,88
0,1,89,88
6,0,90,60
1,0,75,98
1,0,68,89
4,0,75,72
31,43,70,72
35,39,79,92
0,1,81,84
1,0,74,70
5,0,91,100
1,0,99,88
31,36,75,87
59,27,96,68
1,0,81,82
1,0,78,87
1,0,102,68
1,0,81,89
1,0,94,102
39,27,75,63
0,2,76,91
0,1,67,80
0,1,73,78
2,0,82,88
2,6,86,91
1,0,78,96
0,14,99,71
0,6,73,93
2,0,90,88
38,49,76,86
4,0,83,94
1,0,77,81
0,1,80,93
0,3,87,77
1,0,96,75
1,0,80,75
15,38,74,77
2,0,98,81
0,1,105,83
1,0,96,91
4,0,81,74
10,0,67,76
2,0,78,76
1,0,81,75
42,34,89,73
0,27,82,90
0,1,73,95
0,1,69,80
2,0,92,86
47,52,98,80
0,1,88,97
2,0,86,80
0,1,70,74
1,0,72,91
1,0,89,84
0,1,79,87
0,8,76,96
10,0,77,82
1,0,78,81
0,2,67,70
0,1,87,94
37,44,74,96
0,1,76,91
0,1,83,71
1,0,74,79
40,44,96,89
2,0,88,76
0,1,93,77
0,1,77,83
0,5,85,89
0,1,77,83
4,0,80,90
0,1,88,88
2,0,84,90
0,1,102,77
0,2,88,74
1,0,83,85
1,0,71,91
1,0,80,90
0,2,93,80
1,0,79,91
1,0,83,88
0,5,85,93
1,0,79,71
6,0,92,91
0,24,95,93
2,0,92,84
39,50,77,96
1,0,101,65
32,38,79,72
1,0,91,92
5,0,89,88
0,23,83,87
5,0,93,83
49,38,82,78
2,0,78,84
0,2,87,100
46,35,84,82
3,0,89,84
2,1,80,80
3,0,93,73
12,43,80,83
9,0,87,91
0,3,88,80
10,0,80,105
0,1,62,83
1,0,99,110
0,1,84,85
1,19,82,78
1,0,80,101
2,0,86,83
1,0,77,72
0,1,94,85
1,0,85,76
0,1,87,84
4,0,84,78
0,1,107,77
0,2,73,82
1,0,90,95
3,0,93,85
0,19,79,91
1,0,82,94
0,2,70,88
1,0,82,102
2,3,81,83
1,0,86,75
3,0,92,72
39,40,78,85
2,0,75,74
1,0,73,94
0,1,81,64
5,0,77,90
0,1,79,78
1,0,67,88
1,0,80,68
39,36,72,95
1,0,86,87
0,15,88,80
1,0,78,81
0,12,67,64
0,1,91,73
3,0,81,68
1,0,81,81
21,6,91,78
1,0,69,87
2,0,87,72
2,0,86,79
0,1,91,85
0,1,104,63
1,0,75,70
1,0,86,82
1,0,71,79
2,0,84,89
2,0,83,80
1,0,84,90
1,0,80,70
9,5,93,82
4,0,84,74
2,0,75,83
0,1,101,94
1,0,84,76
1,0,78,68
0,1,85,109
1,0,74,100
0,1,77,90
1,0,85,97
1,0,85,80
0,1,75,84
3,20,91,77
0,1,82,90
1,0,83,76
1,0,77,64
5,0,77,90
0,1,85,82
1,0,101,68
0,1,99,109
0,1,75,82
1,0,80,98
0,1,94,80
0,8,80,73
0,1,88,77
0,3,80,106
1,0,66,94
1,0,98,88
32,45,71,81
1,0,90,97
0,1,77,89
0,1,86,74
4,0,67,73
0,3,77,88
1,0,67,87
4,0,80,87
1,0,87,100
1,0,88,98
1,0,84,86
1,0,84,89
0,1,101,94
0,2,93,71
10,0,65,77
0,4,80,88
0,2,98,91
1,0,94,74
2,0,81,84
0,2,73,85
1,0,89,69
1,0,71,87
2,0,90,78
2,0,90,78
1,0,83,73
0,3,89,92
1,0,92,97
1,0,78,81
1,0,81,79
0,1,93,67
1,0,94,84
1,0,104,90
1,0,87,75
0,10,77,96
32,40,69,84
1,0,76,73
0,1,100,76
1,0,78,80
44,52,86,90
0,1,76,84
1,0,88,79
2,0,78,90
1,0,80,75
0,1,112,89
0,1,70,80
0,19,82,94
1,0,86,83
2,0,78,76
2,0,69,86
1,0,86,71
1,0,79,74
1,0,74,82
2,0,84,73
1,0,67,86
2,0,78,79
3,0,68,85
2,18,76,67
1,0,75,73
9,3,87,74
1,0,99,92
3,0,71,93
3,0,83,92
2,0,95,87
1,0,87,86
0,25,83,76
2,0,101,86
25,47,90,96
1,0,88,84
1,0,71,78
0,1,64,82
0,18,67,97
1,0,88,85
0,1,82,72
1,0,65,63
0,2,79,85
0,1,78,88
0,2,90,79
2,0,95,88
21,39,91,102
1,0,73,90
0,1,87,89
0,4,86,87
2,4,90,92
2,0,76,71
1,0,86,89
0,2,80,85
13,42,89,100
37,36,80,66
1,0,72,87
1,0,91,83
0,6,82,86
0,3,73,81
2,0,77,76
0,2,80,84
0,1,90,74
0,1,71,93
0,1,64,76
0,1,87,61
1,0,85,80
6,0,91,92
1,0,91,86
0,2,97,81
2,4,83,95
1,0,86,74
9,0,86,64
0,1,82,84
2,0,94,78
1,0,81,81
0,10,102,72
0,1,80,84
1,0,76,75
46,46,74,90
2,0,96,85
1,0,80,77
0,1,90,90
0,5,81,93
0,1,64,70
0,1,62,72
0,16,72,86
0,1,64,76
1,0,88,82
1,0,81,68
13,4,90,83
1,0,93,83
2,0,74,68
0,1,93,81
1,0,91,87
3,0,91,82
0,2,81,79
2,0,107,75
1,0,89,76
0,2,83,93
8,0,82,87
1,0,99,89
3,0,87,88
2,0,70,94
3,27,91,100
0,1,73,89
1,0,67,90
0,6,80,85
39,41,87,85
0,10,78,73
1,0,90,82
0,1,88,87
0,2,104,90
0,3,79,105
39,48,82,91
1,0,94,77
1,0,66,74
5,10,83,75
7,0,86,93
31,38,78,73
0,1,88,83
1,0,91,99
0,17,76,81
0,1,61,81
1,0,82,93
0,9,100,91
2,0,77,94
2,0,80,93
19,1,86,89
3,0,77,93
1,0,85,79
0,2,73,77
1,0,80,76
2,0,86,83
1,0,85,96
4,0,76,77
1,0,86,77
41,37,70,88
1,0,78,102
8,0,78,84
0,1,82,99
1,1,82,90
3,0,80,63
0,1,82,73
0,1,91,82
40,49,84,97
2,0,78,69
0,2,76,76
1,0,94,77
0,29,80,98
6,0,89,84
0,1,88,97
1,0,89,98
6,0,90,81
4,0,78,83
1,0,74,92
3,0,85,99
0,1,69,76
1,0,87,80
32,45,73,88
0,1,80,88
31,44,74,83
0,4,83,111
4,0,79,83
1,0,90,84
1,0,89,71
1,0,78,85
4,0,89,76
1,0,86,77
1,0,92,91
1,0,82,72
1,0,91,94
2,0,83,83
17,47,70,94
2,4,83,72
0,1,103,74
0,2,95,80
0,9,98,89
7,3,77,98
0,27,69,77
0,1,75,76
14,34,81,79
0,1,83,89
0,1,66,72
1,0,78,74
0,1,83,84
17,0,70,64
3,0,75,95
2,0,85,79
1,0,90,90
17,1,77,82
1,0,88,61
1,0,89,75
1,0,105,79
2,0,82,91
1,0,91,85
1,0,71,87
36,57,76,112
0,3,104,89
4,0,91,76
2,0,74,78
2,0,82,93
1,0,80,67
1,0,80,93
54,38,87,69
1,0,72,71
1,0,69,77
47,39,86,82
0,2,72,83
0,6,82,79
0,1,85,89
37,61,73,105
3,0,92,80
0,5,70,93
0,5,92,78
5,0,79,86
1,0,76,92
0,1,73,85
2,0,73,76
1,0,85,88
1,0,91,73
0,1,75,89
0,1,82,78
40,37,80,84
4,3,106,79
0,1,71,63
0,2,83,85
1,0,81,80
1,0,90,83
0,1,86,79
0,1,80,81
0,2,81,102
0,5,95,86
3,0,78,93
2,2,83,72
1,0,77,88
33,3,83,84
1,0,85,75
1,0,87,82
0,2,93,86
41,35,69,71
1,0,79,89
46,37,97,85
1,0,66,78
3,1,74,74
1,0,88,96
1,0,81,84
0,9,71,91
3,2,91,84
1,0,70,78
3,0,75,67
0,2,85,87
1,0,93,77
1,0,79,89
0,1,74,87
0,1,78,87
1,0,84,73
35,36,75,79
1,0,72,90
0,4,76,93
0,30,88,85
2,0,98,87
0,1,76,71
42,33,96,69
1,0,79,89
2,0,80,82
2,0,85,83
1,0,90,84
1,0,95,68
1,0,74,84
0,1,80,87
10,53,67,97
0,1,83,84
1,0,103,79
1,0,81,73
0,3,79,90
0,8,91,81
0,1,71,69
43,44,99,87
2,0,83,87
1,0,63,84
1,0,80,78
1,0,90,80
1,0,86,80
1,0,88,95
0,8,95,86
44,36,96,66
2,0,89,60
1,0,72,70
1,0,82,74
11,0,96,85
1,0,83,82
0,1,60,81
2,0,88,84
0,1,86,87
1,0,78,77
0,3,88,82
1,0,70,79
4,0,94,95
1,0,87,69
4,0,96,86
0,1,81,91
2,0,96,74
2,0,82,78
2,0,87,70
0,1,78,68
4,0,81,71
0,22,82,96
1,0,101,85
4,0,82,75
1,0,93,74
1,0,91,83
1,0,90,84
0,1,87,78
0,2,77,73
42,42,90,77
0,1,73,82
1,0,95,72
0,22,74,71
0,8,72,83
1,0,90,98
0,1,79,90
1,0,81,87
0,13,74,72
1,0,71,85
1,0,92,92
1,0,68,76
2,0,95,91
1,0,95,99
0,1,74,74
3,0,90,72
1,0,66,77
4,0,80,72
1,0,86,81
0,4,87,75
56,43,104,75
1,0,92,90
0,1,75,75
1,0,87,88
1,0,89,58
1,0,90,78
0,1,83,98
1,0,89,92
17,2,84,82
1,0,84,75
0,1,78,88
0,13,77,77
1,0,81,83
1,0,70,89
0,1,77,74
0,1,94,82
1,0,90,80
0,38,97,94
1,0,90,76
2,0,93,75
1,0,82,65
2,0,72,80
1,0,85,84
0,1,72,79
0,3,76,96
0,2,76,81
0,1,78,76
0,1,90,97
1,0,86,81
0,1,97,88
2,0,82,75
41,43,91,70
0,1,85,85
1,0,101,86
1,0,102,76
2,0,104,81
4,25,88,88
5,0,77,89
0,7,77,74
1,0,78,71
0,1,77,75
0,1,87,72
0,1,90,77
0,2,89,88
1,0,80,80
0,2,74,74
0,1,90,80
0,1,78,102
1,0,92,70
0,1,72,71
0,13,72,89
0,1,86,81
0,1,85,73
1,0,80,89
0,2,83,78
1,0,88,72
0,1,75,81
2,0,83,95
0,1,82,71
0,3,87,69
0,1,83,94
1,0,70,78
0,1,75,74
15,4,64,85
1,0,83,88
0,1,77,87
4,0,85,76
0,5,84,89
2,0,87,72
0,1,74,90
1,0,92,75
0,1,70,62
0,4,82,86
0,1,99,81
3,0,78,85
0,21,92,77
0,4,86,76
0,1,84,79
1,0,64,87
1,0,81,91
1,0,77,73
47,34,93,80
1,0,87,98
2,4,77,88
1,0,73,82
0,1,93,62
40,46,71,96
0,13,78,78
2,0,66,85
0,1,79,92
33,41,71,91
43,52,73,101
2,0,81,71
0,1,80,75
2,0,90,84
33,53,82,94
0,2,66,68
1,0,63,87
1,0,100,80
0,2,52,56
1,0,75,94
13,30,97,68
0,1,80,89
1,0,83,88
5,0,88,103
3,0,70,84
12,49,78,87
0,3,86,79
0,1,94,83
1,0,88,83
0,1,78,85
0,3,88,90
1,0,70,92
1,0,78,93
3,0,78,83
1,0,68,81
2,3,95,77
4,0,83,81
0,1,88,83
0,2,68,90
2,0,90,79
0,30,75,87
1,0,86,88
1,0,78,91
0,30,77,93
1,0,78,77
1,0,90,81
0,1,72,99
1,0,93,91
41,36,76,79
2,0,106,77
0,1,103,78
1,0,72,74
0,1,81,69
1,0,94,71
40,43,84,85
1,0,102,81
5,0,79,73
14,42,88,91
1,0,85,75
6,5,87,96
1,0,66,68
0,2,91,73
2,0,82,79
1,0,79,76
1,0,75,75
1,0,94,81
1,0,66,77
3,0,81,65
17,0,106,88
1,0,86,92
40,52,87,95
14,4,65,95
3,0,88,89
1,0,74,84
1,0,80,89
3,0,76,85
0,21,93,93
2,0,91,71
2,0,81,83
1,0,101,69
3,0,79,98
1,0,75,108
1,0,90,72
0,2,64,76
5,0,90,92
0,1,82,74
3,0,89,88
0,14,84,85
2,0,92,77
3,0,80,76
2,0,85,80
1,0,94,84
1,0,82,73
1,0,88,82
2,0,63,81
1,0,102,93
2,0,95,91
2,0,71,83
0,2,83,72
0,2,59,92
3,0,108,92
0,2,67,67
41,46,77,92
1,0,80,90
0,1,98,94
2,0,109,77
1,0,80,83
1,0,93,85
0,1,75,93
0,24,71,83
1,0,109,72
2,0,80,81
1,0,73,82
1,0,78,80
1,0,92,81
0,3,64,89
2,0,62,86
0,1,83,80
0,19,83,71
10,0,91,77
1,0,75,88
1,0,77,74
1,0,77,87
9,0,97,71
0,1,71,91
1,0,75,85
0,1,82,66
0,2,75,83
0,1,81,75
0,1,82,77
1,0,74,102
3,0,79,99
2,1,91,82
1,0,86,80
0,1,89,90
1,0,90,70
15,36,96,72
1,0,86,67
2,2,77,96
1,0,75,80
1,0,82,88
1,0,70,78
1,0,107,80
0,13,102,88
1,0,101,83
0,1,78,78
40,43,84,86
0,18,87,94
2,0,83,84
0,1,83,73
7,39,79,78
0,1,64,91
2,0,90,80
0,2,81,83
0,1,88,92
1,0,89,77
1,0,82,77
0,1,80,75
2,0,85,82
0,2,75,79
1,0,71,80
2,0,78,92
1,0,72,98
1,0,83,74
2,0,89,75
1,0,94,79
10,0,100,95
1,0,89,73
1,0,98,86
0,2,69,69
1,0,75,82
1,0,81,79
3,0,75,98
0,6,91,65
39,39,74,89
3,0,85,76
0,5,70,78
1,0,84,81
0,1,78,69
4,0,99,80
1,0,88,87
1,0,69,84
1,0,77,84
0,1,68,89
0,1,81,65
0,1,91,82
1,0,95,83
0,1,76,67
0,2,91,80
1,0,99,85
0,6,80,87
1,0,95,75
4,0,83,80
0,1,81,83
1,0,88,82
4,0,89,90
0,2,75,100
0,3,84,80
0,2,73,85
5,0,94,79
1,0,93,103
2,0,75,81
2,0,94,88
43,51,70,92
1,0,91,78
6,0,75,86
1,0,85,84
11,1,80,95
1,0,100,83
3,0,85,82
0,1,83,91
2,0,82,85
4,0,104,75
0,2,81,78
4,18,78,74
9,0,83,80
1,0,90,71
0,1,78,90
0,1,80,87
1,0,75,72
2,0,77,74
1,0,79,88
1,0,91,77
1,0,82,81
1,0,95,92
5,0,74,81
0,13,69,80
4,0,88,88
1,0,78,88
1,0,89,75
0,1,91,79
1,0,73,78
1,0,80,86
20,46,81,78
42,46,84,90
0,1,88,95
0,2,93,77
0,2,85,86
0,1,76,93
2,0,76,76
0,26,85,85
0,4,93,83
1,0,85,69
1,0,83,88
35,53,84,93
1,0,81,89
1,0,83,91
1,0,83,62
4,0,97,95
1,0,89,95
1,0,80,79
1,0,92,73
0,1,89,87
0,2,77,101
0,3,95,95
1,0,101,76
0,2,69,74
5,2,111,73
3,0,91,103
1,0,110,77
0,5,71,76
0,1,80,85
0,1,79,72
1,0,75,96
2,0,80,81
0,4,89,82
1,0,73,88
0,1,83,78
1,0,87,77
0,3,80,73
1,0,83,81
0,13,91,76
0,1,97,76
38,53,81,96
2,2,82,95
1,0,102,99
1,0,78,79
0,1,64,99
1,0,79,87
2,0,93,86
0,4,87,104
0,1,89,84
1,0,88,91
0,5,69,89
0,2,86,105
1,0,63,87
0,1,81,75
0,2,82,82
0,1,84,78
1,0,87,82
2,0,85,82
0,6,90,66
0,26,85,80
37,39,83,84
1,12,89,94
3,0,83,92
4,0,80,98
1,0,89,77
32,31,71,95
3,0,90,71
0,1,91,77
2,0,92,83
0,1,82,84
0,1,93,80
0,11,84,87
0,7,81,99
1,0,71,80
1,0,88,85
0,2,78,96
1,0,74,81
42,39,68,77
1,0,86,80
1,0,85,91
1,0,71,79
37,44,75,72
1,0,102,83
45,54,85,90
6,0,80,87
1,0,83,73
0,2,90,93
1,0,93,85
0,1,89,82
3,0,104,87
0,1,95,69
0,1,89,96
0,1,93,80
1,0,79,87
1,0,97,77
1,0,77,86
0,1,106,86
3,0,85,73
1,0,103,76
2,0,84,92
1,0,86,85
1,0,68,78
0,1,87,91
1,0,102,73
0,1,90,80
1,0,64,92
2,0,71,98
0,17,98,89
1,0,83,107
3,0,69,85
1,0,78,78
1,0,84,88
1,0,78,77
0,2,73,68
4,0,95,77
0,2,83,95
1,0,74,76
2,0,100,68
0,1,88,87
2,0,86,69
0,1,83,73
1,0,83,79
0,1,79,87
4,0,96,84
1,0,84,92
0,1,86,88
2,0,81,69
1,0,88,66
1,0,80,88
36,44,77,82
2,0,80,84
0,1,91,83
0,1,79,75
2,0,86,91
0,1,81,96
4,0,83,91
0,1,103,98
0,18,70,85
1,0,71,103
0,1,78,97
1,0,99,91
0,1,86,95
2,0,78,74
0,1,76,89
0,1,88,92
1,0,89,83
2,0,82,94
1,0,72,84
1,0,89,89
1,0,99,89
1,0,94,89
0,3,77,74
0,1,93,76
2,0,85,96
1,0,81,78
0,8,91,80
0,23,81,80
0,2,92,78
0,1,78,75
1,0,89,72
0,2,82,81
1,0,82,99
1,0,93,78
1,0,74,81
1,0,110,76
0,5,85,81
0,4,78,74
1,0,82,57
1,0,85,76
0,1,78,89
1,0,84,93
4,0,87,61
1,0,77,68
2,0,85,91
2,0,66,79
5,0,95,75
50,47,79,87
1,0,92,95
0,13,77,76
0,2,85,91
9,52,77,87
0,1,83,84
1,0,83,81
1,0,106,95
5,0,87,76
6,0,94,88
17,31,85,78
1,0,83,77
1,0,97,75
0,1,91,88
17,41,88,92
1,0,92,86
1,0,89,77
0,1,86,64
0,2,69,86
1,0,83,89
1,0,79,80
0,2,78,73
2,0,80,93
0,1,77,81
0,2,77,75
1,0,100,84
1,0,107,111
1,0,92,75
0,1,79,82
2,0,83,73
0,1,68,72
4,0,78,77
0,1,72,93
1,0,93,68
22,34,89,90
0,24,94,88
1,0,84,77
1,0,84,80
4,0,69,96
1,0,85,88
1,0,98,91
0,1,91,82
1,0,75,89
2,0,94,73
0,1,99,100
2,0,69,68
0,1,94,79
1,0,86,96
2,0,97,89
10,0,78,70
1,0,71,104
4,0,71,71
5,0,81,68
41,33,76,84
4,1,78,93
45,40,86,72
0,16,93,82
1,0,70,68
5,0,70,91
4,9,78,86
1,0,75,95
0,1,74,79
0,1,79,96
0,1,89,87
5,0,87,75
35,48,63,90
0,5,87,94
0,1,79,82
1,0,90,87
1,0,67,82
1,0,77,89
0,1,86,99
1,0,82,96
31,44,70,94
0,1,87,91
43,48,79,80
0,3,87,81
1,0,84,80
1,0,88,72
2,0,81,67
4,0,85,72
1,0,79,97
1,0,78,82
0,4,88,92
4,2,75,79
1,0,84,78
1,0,84,91
0,1,83,94
0,3,72,80
2,0,99,83
2,0,95,85
1,0,100,74
1,0,72,79
11,0,84,88
1,0,87,89
1,0,74,88
0,2,73,93
6,1,77,75
1,0,81,77
4,4,79,94
39,45,76,80
1,0,74,84
0,1,82,87
2,0,79,71
1,0,87,93
0,1,76,84
1,0,99,95
1,0,86,79
0,1,91,78
1,0,79,86
3,0,88,82
0,11,95,86
0,1,73,96
0,6,89,80
0,1,85,80
0,2,74,86
1,0,88,71
2,0,90,90
1,0,99,74
2,0,91,97
0,1,94,89
0,2,62,82
2,7,85,92
4,0,89,80
0,1,66,77
38,45,77,91
1,0,82,77
1,0,80,83
0,2,91,69
37,34,81,83
2,0,78,91
42,46,85,90
0,2,96,86
1,0,79,91
0,2,98,89
1,0,91,99
2,0,85,83
4,0,93,85
1,0,95,87
0,20,93,80
3,0,80,78
1,0,78,70
1,0,75,101
2,0,78,75
46,40,84,87
8,0,78,80
0,2,76,81
2,0,96,85
1,0,76,73
0,1,80,73
32,40,78,76
0,1,74,92
0,19,71,86
2,0,75,62
1,0,89,85
0,1,80,87
0,22,83,88
4,0,79,75
24,4,73,83
0,1,75,78
3,0,82,77
0,1,82,82
1,0,99,106
43,39,81,89
3,0,82,80
1,0,83,83
1,0,85,95
1,0,73,87
1,0,92,95
0,1,76,98
1,0,90,71
0,1,92,95
3,0,82,86
2,0,86,87
38,34,80,76
0,1,90,89
2,0,87,86
40,44,83,76
6,0,82,83
26,4,83,55
1,0,87,87
4,2,101,98
1,0,92,87
0,4,75,74
1,0,72,78
1,0,89,78
31,43,71,75
2,0,81,91
8,0,83,82
1,0,74,80
0,3,90,88
0,1,88,109
2,0,79,88
1,0,79,83
0,1,82,72
20,1,83,81
0,17,86,99
3,0,79,101
0,2,90,80
2,0,81,79
0,31,80,86
2,0,84,63
0,1,91,93
1,0,76,87
0,1,88,95
0,7,80,83
2,0,70,77
0,1,88,87
38,33,81,62
1,0,83,82
2,0,100,85
2,0,65,88
1,0,87,83
2,0,81,65
0,1,75,86
1,0,83,86
1,0,64,86
1,0,88,77
1,0,78,87
32,49,71,90
0,2,77,72
0,2,91,83
3,22,70,92
3,0,96,77
0,3,86,99
1,0,79,88
0,4,88,79
1,0,83,91
55,42,98,73
49,34,102,78
1,0,89,98
0,1,98,77
1,0,83,75
47,44,89,80
0,5,73,89
2,0,92,101
1,0,69,88
0,1,85,84
0,1,69,86
1,0,82,95
0,1,83,81
0,1,77,73
3,0,82,71
0,1,67,80
1,0,82,68
1,0,68,73
0,1,87,82
1,0,86,93
38,50,80,94
0,1,88,104
1,0,80,85
0,3,87,70
0,31,89,95
0,1,83,80
36,41,84,79
1,0,77,94
2,0,69,88
1,0,80,77
1,0,81,58
1,0,83,84
0,1,88,94
0,1,95,102
2,0,101,90
0,2,95,72
1,0,88,87
1,0,108,88
34,57,82,98
1,0,92,83
2,0,76,80
5,0,81,78
1,0,81,85
53,46,102,88
17,32,73,79
1,0,74,97
46,41,81,84
0,2,93,79
0,6,68,76
1,0,92,89
1,0,78,86
0,2,86,86
1,0,95,94
38,34,81,71
2,0,72,78
2,0,95,88
10,0,84,79
0,3,82,80
0,3,79,85
0,1,81,79
2,0,92,66
3,0,82,95
0,2,88,74
3,4,84,68
1,0,76,90
1,0,80,73
1,0,79,79
0,3,92,91
1,0,67,75
1,0,91,82
0,1,79,75
2,2,86,77
0,26,79,78
2,0,92,76
1,0,77,85
15,37,72,83
0,1,84,88
0,2,107,94
1,0,89,98
42,43,93,79
2,0,81,81
1,0,78,89
1,0,64,87
1,0,97,68
3,24,65,90
3,0,101,90
4,0,87,92
2,0,81,91
34,33,66,72
1,0,76,86
2,0,98,85
0,1,99,83
1,0,79,76
1,0,82,96
0,1,68,78
1,0,74,64
1,0,81,93
43,42,83,84
0,1,89,82
0,1,90,68
4,0,93,81
5,0,77,65
1,0,82,84
0,12,86,82
1,0,79,74
0,1,78,87
2,0,88,68
0,20,74,75
2,0,73,88
1,0,67,78
3,0,98,72
45,42,89,82
0,15,79,88
1,0,79,66
1,0,87,94
0,4,102,92
1,0,84,73
0,1,77,86
4,0,95,73
0,1,78,74
1,0,89,79
1,0,104,81
2,0,81,79
1,0,90,77
5,0,88,96
2,2,76,78
0,1,74,75
1,0,98,83
0,2,81,97
2,0,78,83
0,1,81,81
0,9,73,84
1,0,86,80
2,0,82,83
0,1,81,87
0,2,84,94
1,0,75,73
1,0,88,75
1,0,87,67
0,1,77,93
19,2,85,88
0,1,82,78
0,3,62,78
0,15,88,80
1,0,72,84
1,0,72,93
0,1,81,76
0,1,81,78
39,48,70,88
3,0,81,84
1,0,83,94
1,0,68,84
0,1,73,80
7,0,82,81
2,0,85,76
0,4,68,89
39,42,80,74
3,0,76,94
1,0,84,90
0,2,78,82
21,42,84,86
48,40,97,87
40,37,84,85
0,1,64,96
0,2,94,86
1,0,92,82
1,0,77,85
0,5,83,90
37,44,71,91
0,1,82,71
42,31,78,73
0,14,92,70
3,0,89,79
1,0,77,101
0,1,86,83
0,3,69,81
1,0,86,84
1,0,95,78
1,0,90,74
1,0,85,80
1,0,82,84
0,1,85,90
2,0,101,86
0,1,88,84
1,0,65,77
2,0,92,77
1,0,87,82
3,0,95,88
1,0,72,79
1,0,89,89
1,0,71,65
1,0,87,89
0,2,70,103
16,33,79,78
3,2,80,79
0,1,79,98
3,0,77,83
47,36,93,76
0,1,76,85
4,0,94,78
0,2,97,83
6,0,79,78
2,0,82,74
0,2,85,90
2,0,73,92
1,0,78,86
0,3,109,78
3,1,66,82
0,14,72,88
1,0,67,79
0,1,59,86
3,0,70,78
23,5,85,75
1,0,83,92
0,1,80,94
1,0,77,62
1,0,79,62
0,1,93,82
1,0,78,70
45,35,78,86
1,0,82,90
1,0,80,86
0,17,94,95
4,0,87,79
1,0,80,76
9,0,91,83
0,17,86,82
0,1,67,85
0,1,77,77
49,44,92,94
1,0,85,83
0,5,95,82
57,55,100,89
4,0,79,94
1,0,86,85
0,1,78,83
1,0,80,97
1,0,82,88
0,1,89,85
1,1,68,75
1,0,78,88
1,0,98,71
1,0,96,81
1,0,99,78
0,1,82,102
0,6,76,89
22,35,96,70
1,0,88,84
2,0,83,89
56,49,100,89
1,0,91,93
1,0,62,69
1,0,75,70
0,1,79,80
0,2,99,80
1,0,86,89
1,1,94,72
0,1,102,82
0,3,86,72
3,0,76,84
48,37,84,84
1,0,81,75
1,0,83,86
1,0,79,89
0,2,78,83
0,1,80,81
0,3,92,91
1,0,71,74
1,0,86,79
0,1,80,90
1,0,86,72
4,0,85,69
2,0,105,88
41,45,79,81
1,0,85,93
0,1,64,94
1,0,72,86
16,34,88,83
7,0,106,73
2,0,84,83
0,1,73,81
1,0,68,87
1,0,75,100
1,0,77,75
0,3,88,92
2,0,84,80
0,2,96,83
1,0,76,98
44,34,86,82
1,0,89,91
2,0,94,76
1,0,74,100
2,0,68,85
1,0,87,100
10,0,83,71
0,1,78,94
2,0,81,93
1,0,91,88
2,0,89,82
0,1,81,75
0,1,79,85
2,2,86,88
0,1,105,76
3,0,77,81
1,0,83,72
3,23,80,84
1,0,79,66
0,1,89,76
2,0,101,73
0,11,77,73
0,3,80,89
2,0,89,79
2,0,92,79
1,0,65,92
1,0,82,87
47,38,87,72
46,48,86,73
1,0,94,75
0,1,73,82
0,1,75,76
0,1,92,83
1,0,74,84
1,0,88,92
1,0,89,69
33,44,83,88
0,2,100,102
0,2,62,66
1,0,86,86
1,0,82,78
1,0,80,97
1,0,88,68
1,0,100,73
0,27,69,86
52,50,91,92
2,0,79,85
2,0,79,88
0,2,82,86
0,19,87,86
1,0,76,87
1,0,66,70
2,0,78,90
0,1,82,69
1,0,87,85
1,0,80,88
2,0,90,79
3,0,87,84
0,1,77,83
22,50,109,93
0,1,89,67
1,0,98,78
0,25,95,78
1,0,78,91
7,0,89,91
8,45,76,102
1,0,81,86
1,0,88,93
0,2,78,99
0,4,77,84
1,0,70,101
1,0,86,72
0,3,77,103
6,1,83,83
0,1,74,86
2,0,89,90
0,12,89,72
1,0,90,91
1,0,86,76
1,0,88,83
0,1,73,91
2,0,86,80
1,0,72,88
1,0,76,92
0,15,80,73
36,35,67,74
0,1,74,67
5,0,84,87
3,0,78,86
3,0,98,71
37,37,78,70
2,0,81,92
1,0,80,88
1,0,78,74
0,1,78,65
5,0,75,92
0,3,88,90
36,47,82,89
0,1,94,79
0,1,86,87
35,47,83,85
3,0,87,87
2,0,83,80
39,39,85,76
1,0,80,84
0,1,76,96
1,0,89,81
2,0,83,78
2,0,92,72
2,0,97,84
0,1,87,87
0,1,86,79
0,1,79,87
0,2,88,87
29,37,66,77
2,0,92,86
0,1,95,75
0,1,70,86
2,0,79,98
3,0,90,80
0,3,80,68
1,0,86,92
4,0,83,81
1,0,71,106
35,45,80,84
1,0,87,67
0,1,78,88
51,39,84,83
0,1,91,87
2,0,84,68
5,17,95,84
1,0,77,92
1,0,84,86
16,48,70,95
1,0,69,76
0,1,80,88
0,3,84,93
0,1,93,104
1,0,92,80
7,0,94,84
2,0,95,84
0,1,95,82
1,0,104,79
0,2,60,63
1,0,92,89
0,1,78,95
48,40,87,84
0,1,81,86
0,11,90,75
0,2,84,103
0,1,80,105
11,4,83,95
40,47,85,88
41,41,79,76
1,0,77,75
2,0,81,82
1,0,77,94
0,1,78,80
1,0,88,86
1,0,92,93
1,0,75,91
1,0,91,88
1,0,89,74
